id_snippet,modello,layer_attaccato,moltiplicatore,target_vero,predizione_baseline,predizione_post_steering,codice_originale
867,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"int fw_cfg_add_i64(FWCfgState *s, uint16_t key, uint64_t value)

{

    uint64_t *copy;



    copy = g_malloc(sizeof(value));

    *copy = cpu_to_le64(value);

    return fw_cfg_add_bytes(s, key, (uint8_t *)copy, sizeof(value));

}
"
868,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static int add_metadata(int count, int type,

                        const char *name, const char *sep, TiffContext *s)

{

    switch(type) {

    case TIFF_DOUBLE: return add_doubles_metadata(count, name, sep, s);

    case TIFF_SHORT : return add_shorts_metadata(count, name, sep, s);

    case TIFF_STRING: return add_string_metadata(count, name, s);

    default         : return AVERROR_INVALIDDATA;

    };

}
"
869,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static void tqi_calculate_qtable(TqiContext *t, int quant)

{

    const int qscale = (215 - 2*quant)*5;

    int i;



    t->intra_matrix[0] = (ff_inv_aanscales[0] * ff_mpeg1_default_intra_matrix[0]) >> 11;

    for(i=1; i<64; i++)

        t->intra_matrix[i] = (ff_inv_aanscales[i] * ff_mpeg1_default_intra_matrix[i] * qscale + 32) >> 14;

}
"
870,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static void clear_commits(BDRVVVFATState* s)

{

    int i;

DLOG(fprintf(stderr, ""clear_commits (%d commits)\n"", s->commits.next));

    for (i = 0; i < s->commits.next; i++) {

	commit_t* commit = array_get(&(s->commits), i);

	assert(commit->path || commit->action == ACTION_WRITEOUT);

	if (commit->action != ACTION_WRITEOUT) {

	    assert(commit->path);

	    free(commit->path);

	} else

	    assert(commit->path == NULL);

    }

    s->commits.next = 0;

}
"
871,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro,"static void dead_tmp(TCGv tmp)

{

    tcg_temp_free(tmp);

    num_temps--;

}
"
872,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"int ff_thread_get_buffer(AVCodecContext *avctx, ThreadFrame *f, int flags)

{

    f->owner = avctx;

    return ff_get_buffer(avctx, f->f, flags);

}
"
873,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"void ff_prores_idct(DCTELEM *block, const int16_t *qmat)

{

    int i;



    for (i = 0; i < 64; i++)

        block[i] *= qmat[i];



    for (i = 0; i < 8; i++)

        idctRowCondDC_10(block + i*8);



    for (i = 0; i < 64; i++)

        block[i] >>= 2;



    for (i = 0; i < 8; i++)

        idctSparseCol_10(block + i);

}
"
874,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"void ff_mpegts_parse_close(MpegTSContext *ts)

{

    int i;



    for(i=0;i<NB_PID_MAX;i++)

        av_free(ts->pids[i]);

    av_free(ts);

}
"
875,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Non Classificato,"char **breakline(char *input, int *count)

{

    int c = 0;

    char *p;

    char **rval = calloc(sizeof(char *), 1);



    while (rval && (p = qemu_strsep(&input, "" "")) != NULL) {

        if (!*p) {

            continue;

        }

        c++;

        rval = realloc(rval, sizeof(*rval) * (c + 1));

        if (!rval) {

            c = 0;

            break;

        }

        rval[c - 1] = p;

        rval[c] = NULL;

    }

    *count = c;

    return rval;

}
"
876,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static int get_uint8_equal(QEMUFile *f, void *pv, size_t size,

                           VMStateField *field)

{

    uint8_t *v = pv;

    uint8_t v2;

    qemu_get_8s(f, &v2);



    if (*v == v2) {

        return 0;


    error_report(""%x != %x"", *v, v2);




    return -EINVAL;
"
877,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"AUXBus *aux_init_bus(DeviceState *parent, const char *name)

{

    AUXBus *bus;



    bus = AUX_BUS(qbus_create(TYPE_AUX_BUS, parent, name));

    bus->bridge = AUXTOI2C(qdev_create(BUS(bus), TYPE_AUXTOI2C));



    /* Memory related. */

    bus->aux_io = g_malloc(sizeof(*bus->aux_io));

    memory_region_init(bus->aux_io, OBJECT(bus), ""aux-io"", (1 << 20));

    address_space_init(&bus->aux_addr_space, bus->aux_io, ""aux-io"");

    return bus;

}
"
878,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"void numa_set_mem_node_id(ram_addr_t addr, uint64_t size, uint32_t node)

{

    struct numa_addr_range *range = g_malloc0(sizeof(*range));



    /*

     * Memory-less nodes can come here with 0 size in which case,

     * there is nothing to do.

     */

    if (!size) {

        return;

    }



    range->mem_start = addr;

    range->mem_end = addr + size - 1;

    QLIST_INSERT_HEAD(&numa_info[node].addr, range, entry);

}
"
879,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"void *qemu_malloc(size_t size)

{

    if (!size && !allow_zero_malloc()) {

        abort();

    }

    return oom_check(malloc(size ? size : 1));

}
"
880,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static void m68k_cpu_initfn(Object *obj)

{

    CPUState *cs = CPU(obj);

    M68kCPU *cpu = M68K_CPU(obj);

    CPUM68KState *env = &cpu->env;

    static bool inited;



    cs->env_ptr = env;

    cpu_exec_init(cs, &error_abort);



    if (tcg_enabled() && !inited) {

        inited = true;

        m68k_tcg_init();

    }

}
"
881,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"size_t qsb_get_length(const QEMUSizedBuffer *qsb)

{

    return qsb->used;

}
"
882,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static void raw_close(BlockDriverState *bs)

{

    BDRVRawState *s = bs->opaque;

    if (s->fd >= 0) {

        close(s->fd);

        s->fd = -1;

        if (s->aligned_buf != NULL)

            qemu_free(s->aligned_buf);

    }

}
"
883,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static int get_coc(Jpeg2000DecoderContext *s, Jpeg2000CodingStyle *c,

                   uint8_t *properties)

{

    int compno;



    if (s->buf_end - s->buf < 2)

        return AVERROR_INVALIDDATA;



    compno = bytestream_get_byte(&s->buf);



    c      += compno;

    c->csty = bytestream_get_byte(&s->buf);

    get_cox(s, c);



    properties[compno] |= HAD_COC;

    return 0;

}
"
884,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static int qxl_init_secondary(PCIDevice *dev)

{

    static int device_id = 1;

    PCIQXLDevice *qxl = DO_UPCAST(PCIQXLDevice, pci, dev);



    qxl->id = device_id++;

    qxl_init_ramsize(qxl, 16);

    memory_region_init_ram(&qxl->vga.vram, ""qxl.vgavram"", qxl->vga.vram_size);

    vmstate_register_ram(&qxl->vga.vram, &qxl->pci.qdev);

    qxl->vga.vram_ptr = memory_region_get_ram_ptr(&qxl->vga.vram);



    return qxl_init_common(qxl);

}
"
885,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static inline void RENAME(palToY)(uint8_t *dst, uint8_t *src, int width, uint32_t *pal)

{

	int i;

	for(i=0; i<width; i++)

	{

		int d= src[i];



		dst[i]= pal[d] & 0xFF;

	}

}
"
886,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro,"static void unterminated_literal(void)

{

    QObject *obj = qobject_from_json(""nul"", NULL);

    g_assert(obj == NULL);

}
"
887,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static int ds1338_recv(I2CSlave *i2c)

{

    DS1338State *s = FROM_I2C_SLAVE(DS1338State, i2c);

    uint8_t res;



    res  = s->nvram[s->ptr];

    s->ptr = (s->ptr + 1) & 0xff;

    return res;

}
"
888,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"ISADevice *isa_create_simple(const char *name)

{

    ISADevice *dev;



    dev = isa_create(name);

    if (qdev_init(&dev->qdev) != 0) {

        return NULL;

    }

    return dev;

}
"
889,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"int qemu_eventfd(int *fds)

{

#if defined(SYS_eventfd)

    int ret;



    ret = syscall(SYS_eventfd, 0);

    if (ret >= 0) {

        fds[0] = fds[1] = ret;

        return 0;

    } else if (!(ret == -1 && errno == ENOSYS))

        return ret;

#endif



    return pipe(fds);

}
"
890,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro,"static int mxf_read_cryptographic_context(MXFCryptoContext *cryptocontext, ByteIOContext *pb, int tag, int size, UID uid)

{

    if (size != 16)

        return -1;

    if (IS_KLV_KEY(uid, mxf_crypto_source_container_ul))

        get_buffer(pb, cryptocontext->source_container_ul, 16);

    return 0;

}
"
891,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static int hevc_init(AVCodecParserContext *s)

{

    HEVCContext  *h  = &((HEVCParseContext *)s->priv_data)->h;

    h->HEVClc = av_mallocz(sizeof(HEVCLocalContext));



    h->skipped_bytes_pos_size = INT_MAX;



    return 0;

}"
892,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static int get_int32_equal(QEMUFile *f, void *pv, size_t size,

                           VMStateField *field)

{

    int32_t *v = pv;

    int32_t v2;

    qemu_get_sbe32s(f, &v2);



    if (*v == v2) {

        return 0;


    error_report(""%"" PRIx32 "" != %"" PRIx32, *v, v2);




    return -EINVAL;
"
893,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static void fd_chr_close(struct CharDriverState *chr)

{

    FDCharDriver *s = chr->opaque;



    if (s->fd_in_tag) {

        g_source_remove(s->fd_in_tag);

        s->fd_in_tag = 0;

    }



    if (s->fd_in) {

        g_io_channel_unref(s->fd_in);

    }

    if (s->fd_out) {

        g_io_channel_unref(s->fd_out);

    }



    g_free(s);

    qemu_chr_be_event(chr, CHR_EVENT_CLOSED);

}
"
894,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static void udp_chr_update_read_handler(CharDriverState *chr)

{

    NetCharDriver *s = chr->opaque;



    if (s->tag) {

        g_source_remove(s->tag);

        s->tag = 0;

    }



    if (s->chan) {

        s->tag = io_add_watch_poll(s->chan, udp_chr_read_poll, udp_chr_read, chr);

    }

}
"
895,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"g_malloc(size_t n_bytes)

{

    void *mem;

    __coverity_negative_sink__(n_bytes);

    mem = malloc(n_bytes == 0 ? 1 : n_bytes);

    if (!mem) __coverity_panic__();

    return mem;

}
"
896,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static int ftp_features(FTPContext *s)

{

    static const char *feat_command        = ""FEAT\r\n"";

    static const char *enable_utf8_command = ""OPTS UTF8 ON\r\n"";

    static const int feat_codes[] = {211, 0};

    static const int opts_codes[] = {200, 451};

    char *feat;



    if (ftp_send_command(s, feat_command, feat_codes, &feat) == 211) {

        if (av_stristr(feat, ""UTF8""))

            ftp_send_command(s, enable_utf8_command, opts_codes, NULL);

    }

    return 0;

}
"
897,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro,"Object *object_dynamic_cast_assert(Object *obj, const char *typename)

{

    Object *inst;



    inst = object_dynamic_cast(obj, typename);



    if (!inst) {

        fprintf(stderr, ""Object %p is not an instance of type %s\n"",

                obj, typename);

        abort();

    }



    return inst;

}
"
898,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"void cpu_exec_init(CPUState *cpu, Error **errp)

{

    CPUClass *cc ATTRIBUTE_UNUSED = CPU_GET_CLASS(cpu);



    cpu_list_add(cpu);



#ifndef CONFIG_USER_ONLY

    if (qdev_get_vmsd(DEVICE(cpu)) == NULL) {

        vmstate_register(NULL, cpu->cpu_index, &vmstate_cpu_common, cpu);

    }

    if (cc->vmsd != NULL) {

        vmstate_register(NULL, cpu->cpu_index, cc->vmsd, cpu);

    }

#endif

}
"
899,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro,"void qemu_mutex_unlock_iothread(void) {}
"
900,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro,"void av_bitstream_filter_close(AVBitStreamFilterContext *bsfc){



    if(bsfc->filter->close)

        bsfc->filter->close(bsfc);

    av_freep(&bsfc->priv_data);

    av_parser_close(bsfc->parser);

    av_free(bsfc);

}"
901,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro,"static int get_S2prot(CPUARMState *env, int s2ap, int xn)

{

    int prot = 0;



    if (s2ap & 1) {

        prot |= PAGE_READ;

    }

    if (s2ap & 2) {

        prot |= PAGE_WRITE;

    }

    if (!xn) {

        prot |= PAGE_EXEC;

    }

    return prot;

}
"
902,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static void gen_rfmci(DisasContext *ctx)

{

#if defined(CONFIG_USER_ONLY)

    gen_inval_exception(ctx, POWERPC_EXCP_PRIV_OPC);

#else

    if (unlikely(ctx->pr)) {

        gen_inval_exception(ctx, POWERPC_EXCP_PRIV_OPC);

        return;

    }

    /* Restore CPU state */

    gen_helper_rfmci(cpu_env);

    gen_sync_exception(ctx);

#endif

}
"
903,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"void virtio_queue_update_rings(VirtIODevice *vdev, int n)

{

    VRing *vring = &vdev->vq[n].vring;



    if (!vring->desc) {

        /* not yet setup -> nothing to do */

        return;

    }

    vring->avail = vring->desc + vring->num * sizeof(VRingDesc);

    vring->used = vring_align(vring->avail +

                              offsetof(VRingAvail, ring[vring->num]),

                              vring->align);

    virtio_init_region_cache(vdev, n);

}
"
904,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static int64_t guest_file_handle_add(FILE *fh, Error **errp)

{

    GuestFileHandle *gfh;

    int64_t handle;



    handle = ga_get_fd_handle(ga_state, errp);

    if (handle < 0) {

        return -1;

    }



    gfh = g_malloc0(sizeof(GuestFileHandle));

    gfh->id = handle;

    gfh->fh = fh;

    QTAILQ_INSERT_TAIL(&guest_file_state.filehandles, gfh, next);



    return handle;

}
"
905,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"void ff_set_fixed_vector(float *out, const AMRFixed *in, float scale, int size)

{

    int i;



    for (i=0; i < in->n; i++) {

        int x   = in->x[i], repeats = !((in->no_repeat_mask >> i) & 1);

        float y = in->y[i] * scale;




        do {

            out[x] += y;

            y *= in->pitch_fac;

            x += in->pitch_lag;

        } while (x < size && repeats);

    }

}"
906,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static void gen_tlbiel(DisasContext *ctx)

{

#if defined(CONFIG_USER_ONLY)

    gen_inval_exception(ctx, POWERPC_EXCP_PRIV_OPC);

#else

    if (unlikely(ctx->pr)) {

        gen_inval_exception(ctx, POWERPC_EXCP_PRIV_OPC);

        return;

    }

    gen_helper_tlbie(cpu_env, cpu_gpr[rB(ctx->opcode)]);

#endif

}
"
907,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static void kvm_invoke_set_guest_debug(void *data)

{

    struct kvm_set_guest_debug_data *dbg_data = data;

    CPUState *env = dbg_data->env;



    if (env->kvm_vcpu_dirty) {

        kvm_arch_put_registers(env);

        env->kvm_vcpu_dirty = 0;

    }

    dbg_data->err = kvm_vcpu_ioctl(env, KVM_SET_GUEST_DEBUG, &dbg_data->dbg);

}
"
908,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro,"static void vhost_commit(MemoryListener *listener)

{

}
"
909,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static av_cold int ra144_decode_init(AVCodecContext * avctx)
{
    RA144Context *ractx = avctx->priv_data;
    ractx->avctx = avctx;
    ractx->lpc_coef[0] = ractx->lpc_tables[0];
    ractx->lpc_coef[1] = ractx->lpc_tables[1];
    avctx->channels       = 1;
    avctx->channel_layout = AV_CH_LAYOUT_MONO;
    avctx->sample_fmt     = AV_SAMPLE_FMT_S16;
    return 0;
}"
910,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static int get_uint16(QEMUFile *f, void *pv, size_t size)

{

    uint16_t *v = pv;

    qemu_get_be16s(f, v);

    return 0;

}
"
911,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static coroutine_fn int qemu_gluster_co_flush_to_disk(BlockDriverState *bs)

{

    int ret;

    GlusterAIOCB acb;

    BDRVGlusterState *s = bs->opaque;



    acb.size = 0;

    acb.ret = 0;

    acb.coroutine = qemu_coroutine_self();

    acb.aio_context = bdrv_get_aio_context(bs);



    ret = glfs_fsync_async(s->fd, gluster_finish_aiocb, &acb);

    if (ret < 0) {

        return -errno;

    }



    qemu_coroutine_yield();

    return acb.ret;

}
"
912,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static uint64_t error_mem_read(void *opaque, hwaddr addr,

                               unsigned size)

{

    abort();

}
"
913,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro,"int css_create_css_image(uint8_t cssid, bool default_image)

{

    trace_css_new_image(cssid, default_image ? ""(default)"" : """");

    if (cssid > MAX_CSSID) {

        return -EINVAL;

    }

    if (channel_subsys.css[cssid]) {

        return -EBUSY;

    }

    channel_subsys.css[cssid] = g_malloc0(sizeof(CssImage));

    if (default_image) {

        channel_subsys.default_cssid = cssid;

    }

    return 0;

}
"
914,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"uint64_t helper_sublv (uint64_t op1, uint64_t op2)

{

    uint64_t tmp = op1;

    op1 = (uint32_t)(op1 - op2);

    if (unlikely(((~tmp) ^ op1 ^ (-1UL)) & ((~tmp) ^ op2) & (1UL << 31))) {

        helper_excp(EXCP_ARITH, EXCP_ARITH_OVERFLOW);

    }

    return op1;

}
"
915,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static void virtio_device_free_virtqueues(VirtIODevice *vdev)

{

    int i;

    if (!vdev->vq) {

        return;

    }



    for (i = 0; i < VIRTIO_QUEUE_MAX; i++) {

        VRingMemoryRegionCaches *caches;

        if (vdev->vq[i].vring.num == 0) {

            break;

        }

        caches = atomic_read(&vdev->vq[i].vring.caches);

        atomic_set(&vdev->vq[i].vring.caches, NULL);

        virtio_free_region_cache(caches);

    }

    g_free(vdev->vq);

}
"
916,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile,"static void audio_init (PCIBus *pci_bus)

{

    struct soundhw *c;

    int audio_enabled = 0;



    for (c = soundhw; !audio_enabled && c->name; ++c) {

        audio_enabled = c->enabled;

    }



    if (audio_enabled) {

        AudioState *s;



        s = AUD_init ();

        if (s) {

            for (c = soundhw; c->name; ++c) {

                if (c->enabled)

                    c->init.init_pci (pci_bus, s);

            }

        }

    }

}
"
